playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
carmofa01,2011,1,CLE,AL,7,15,32,32,0,0,0,566,205,110,22,60,109,0.276,5.25,3,3,14,1,833,0,125,9,7,12
carpean01,2011,1,PHI,NL,0,0,6,0,0,0,0,28,13,8,2,4,10,0.333,7.71,0,0,0,0,44,1,8,1,0,1
carpean01,2011,2,SDN,NL,0,0,6,0,0,0,0,16,6,5,1,3,6,0.300,8.44,1,3,0,0,24,2,5,1,0,0
carpech01,2011,1,SLN,NL,11,9,34,34,4,2,0,712,243,91,16,55,191,0.264,3.45,5,3,6,1,996,0,98,11,3,20
carpech02,2011,1,CHN,NL,0,0,10,0,0,0,0,29,12,3,1,7,8,0.316,2.79,1,2,0,0,47,1,3,0,2,1
carpeda01,2011,1,HOU,NL,1,3,34,0,0,0,1,83,28,9,3,13,29,0.272,2.93,7,2,4,1,125,12,9,4,1,2
carraca01,2011,1,CLE,AL,8,9,21,21,1,0,0,374,130,64,15,40,85,0.270,4.62,3,3,4,0,536,0,68,3,7,7
carradj01,2011,1,NYN,NL,1,3,42,1,0,0,0,148,67,33,7,16,27,0.337,6.02,4,3,6,1,225,15,35,4,0,9
carrejo01,2011,1,TOR,AL,1,0,11,0,0,0,0,47,11,2,1,4,14,0.200,1.15,0,0,0,0,59,3,2,0,0,2
cashnan01,2011,1,CHN,NL,0,0,7,1,0,0,0,32,3,2,1,4,8,0.086,1.69,0,0,0,0,39,0,2,0,0,1
cassebo01,2011,1,LAA,AL,1,1,30,0,0,0,0,119,28,12,1,19,24,0.207,2.72,2,3,1,0,157,6,12,1,1,10
castial02,2011,1,ARI,NL,1,0,17,0,0,0,0,35,10,3,0,7,6,0.244,2.31,0,0,1,0,50,4,3,0,1,2
cecilbr01,2011,1,TOR,AL,4,11,20,20,2,1,0,371,122,65,22,42,87,0.256,4.73,1,1,6,0,532,0,68,3,5,5
cedajo01,2011,1,FLO,NL,0,1,17,0,0,0,0,61,16,10,1,12,21,0.211,4.43,0,1,0,0,88,9,11,0,0,2
cedenxa01,2011,1,HOU,NL,0,0,3,0,0,0,0,5,7,5,2,0,0,0.636,27.00,0,0,0,0,11,0,5,0,0,0
chacijh01,2011,1,COL,NL,11,14,31,31,2,1,0,582,168,78,20,87,150,0.231,3.62,1,7,4,0,827,0,87,5,3,15
chambjo03,2011,1,NYA,AL,2,0,27,0,0,0,0,86,23,9,3,7,24,0.228,2.83,0,1,1,0,110,3,10,0,1,4
chapmar01,2011,1,CIN,NL,4,1,54,0,0,0,1,150,24,20,2,41,71,0.147,3.60,0,4,2,0,207,13,21,1,0,4
chatwty01,2011,1,LAA,AL,6,11,27,25,0,0,0,426,166,75,14,71,74,0.303,4.75,4,3,6,1,633,0,81,6,3,26
chaveje01,2011,1,KCA,AL,0,0,4,0,0,0,0,23,12,9,3,5,8,0.353,10.57,0,0,0,0,39,3,9,0,0,1
chenbr01,2011,1,KCA,AL,12,8,25,25,1,0,0,465,152,65,18,50,97,0.258,3.77,2,2,7,0,654,0,71,3,5,10
choatra01,2011,1,FLO,NL,1,1,54,0,0,0,0,74,13,5,3,13,31,0.149,1.82,5,0,2,0,103,6,7,1,0,1
cishest01,2011,1,FLO,NL,2,1,45,0,0,0,3,164,45,16,1,19,55,0.221,2.63,7,5,3,0,229,21,18,3,0,6
cletoma01,2011,1,SLN,NL,0,0,3,0,0,0,0,13,7,6,2,4,6,0.333,12.46,0,0,0,0,25,2,6,0,0,0
clippty01,2011,1,WAS,NL,3,0,72,0,0,0,0,265,48,18,11,26,104,0.162,1.83,2,1,0,0,329,8,18,4,3,3
cobbal01,2011,1,TBA,AL,3,2,9,9,0,0,0,158,49,20,3,21,37,0.244,3.42,1,2,1,0,224,0,21,0,1,6
coffeto01,2011,1,WAS,NL,5,1,69,0,0,0,0,179,55,24,4,20,46,0.244,3.62,3,1,1,0,254,15,25,5,3,2
cokeph01,2011,1,DET,AL,3,9,48,14,0,0,1,326,118,54,5,40,69,0.279,4.47,5,4,4,0,474,6,64,4,3,14
colemca01,2011,1,CHN,NL,3,9,19,17,0,0,0,253,102,60,10,46,75,0.300,6.40,3,3,4,1,398,1,62,6,2,5
colemlo01,2011,1,KCA,AL,1,4,48,0,0,0,1,179,44,19,9,26,64,0.207,2.87,6,4,3,0,244,11,20,1,1,4
colliti01,2011,1,KCA,AL,4,4,68,0,0,0,0,201,52,27,5,48,60,0.216,3.63,2,3,2,0,295,18,28,3,1,6
collmjo01,2011,1,ARI,NL,10,10,31,24,0,0,0,463,137,58,17,28,100,0.237,3.38,2,1,5,1,621,3,61,9,2,4
colonba01,2011,1,NYA,AL,8,10,29,26,1,1,0,493,172,73,21,40,135,0.267,4.00,3,0,3,0,694,0,85,2,6,12
contrjo01,2011,1,PHI,NL,0,0,17,0,0,0,5,42,11,6,0,8,13,0.220,3.86,0,0,1,0,60,8,6,1,0,1
cookaa01,2011,1,COL,NL,3,10,18,17,0,0,0,291,127,65,9,37,48,0.326,6.03,5,3,5,0,441,0,67,1,8,14
cookry01,2011,1,ARI,NL,0,1,12,0,0,0,0,23,11,6,0,8,7,0.333,7.04,0,1,0,1,41,5,6,0,0,0
cordefr01,2011,1,CIN,NL,5,3,68,0,0,0,37,209,49,19,6,22,42,0.198,2.45,0,4,3,1,274,63,20,1,1,6
cormila01,2011,1,LAN,NL,0,1,9,0,0,0,0,41,22,15,4,5,7,0.338,9.88,0,2,0,0,70,8,17,0,0,1
correke01,2011,1,PIT,NL,12,11,27,26,1,0,0,462,175,82,24,39,77,0.287,4.79,0,3,2,1,660,1,90,7,2,14
corteda02,2011,1,SEA,AL,0,2,10,0,0,0,0,32,13,7,1,6,3,0.302,5.91,0,1,1,0,50,3,7,0,0,1
crainje01,2011,1,CHA,AL,8,3,67,0,0,0,1,196,50,19,7,31,70,0.215,2.62,5,0,0,1,268,11,20,1,3,3
cramebo01,2011,1,OAK,AL,0,1,5,0,0,0,0,25,6,1,1,1,6,0.200,1.08,0,0,0,0,31,3,1,0,0,1
crottmi01,2011,1,PIT,NL,0,1,15,0,0,0,0,32,20,11,2,5,7,0.392,9.28,0,1,0,0,56,1,11,0,0,0
crowaa01,2011,1,KCA,AL,4,4,57,0,0,0,0,186,55,19,8,31,65,0.237,2.76,2,9,0,1,266,19,20,3,0,4
cruzju02,2011,1,TBA,AL,5,0,56,0,0,0,0,146,36,21,5,28,46,0.211,3.88,2,3,0,0,200,9,21,0,1,6
cuddymi01,2011,1,MIN,AL,0,0,1,0,0,0,0,3,2,0,0,1,0,0.400,0.00,0,0,0,0,6,1,0,0,0,0
cuetojo01,2011,1,CIN,NL,9,5,24,24,3,1,0,468,123,40,8,47,104,0.220,2.31,0,5,10,1,631,0,51,10,4,18
daleyma01,2011,1,COL,NL,0,0,7,0,0,0,0,18,8,7,1,2,7,0.333,10.50,0,0,0,0,27,0,7,0,1,1
danksjo01,2011,1,CHA,AL,8,12,27,27,2,1,0,511,182,82,19,46,135,0.274,4.33,5,6,7,0,728,0,89,4,6,12
davieky01,2011,1,KCA,AL,1,9,13,13,0,0,0,184,84,46,7,26,50,0.332,6.75,2,4,5,0,293,0,52,3,6,3
davisdo02,2011,1,CHN,NL,1,7,9,9,0,0,0,137,59,33,2,26,36,0.314,6.50,1,0,2,0,224,0,38,5,3,3
daviswa01,2011,1,TBA,AL,11,10,29,29,1,0,0,552,190,91,23,63,105,0.267,4.45,1,6,8,0,795,0,96,5,7,17
dedunsa01,2011,1,SDN,NL,0,0,2,0,0,0,0,9,5,1,0,3,4,0.357,3.00,1,1,0,0,17,0,1,0,0,0
defraju01,2011,1,PHI,NL,1,0,5,0,0,0,0,12,1,1,0,3,3,0.083,2.25,1,1,1,0,17,2,2,1,0,0
delabst01,2011,1,SEA,AL,1,1,6,0,0,0,0,21,5,2,1,4,7,0.217,2.57,1,0,1,0,28,4,2,0,0,1
delaceu01,2011,1,MIL,NL,0,0,11,0,0,0,0,39,10,4,0,5,9,0.213,2.77,0,3,2,0,55,9,4,0,1,1
delanro01,2011,1,TBA,AL,0,0,4,0,0,0,0,15,4,6,0,7,3,0.235,10.80,1,0,0,0,25,1,6,0,1,0
delarda01,2011,1,TBA,AL,0,0,7,0,0,0,0,22,10,8,1,3,8,0.323,9.82,0,1,0,0,34,2,8,0,0,0
delarjo01,2011,1,COL,NL,5,2,10,10,1,0,0,177,48,23,4,22,52,0.222,3.51,0,6,2,1,245,0,25,4,1,5
delarru01,2011,1,LAN,NL,4,5,13,10,0,0,0,182,54,25,6,31,60,0.244,3.71,3,3,0,0,254,2,26,2,0,4
delgara01,2011,1,ATL,NL,1,1,7,7,0,0,0,105,29,11,5,14,18,0.220,2.83,1,2,1,0,147,0,12,0,0,1
delosfa01,2011,1,OAK,AL,3,2,34,0,0,0,0,100,27,16,4,17,43,0.220,4.32,1,9,0,0,143,8,19,2,1,3
delroen01,2011,1,HOU,NL,0,3,54,0,0,0,0,159,59,27,3,31,31,0.280,4.58,3,2,3,1,250,13,30,3,1,3
demelsa01,2011,1,ARI,NL,2,2,34,0,0,0,0,77,31,12,4,13,15,0.307,4.21,1,0,2,0,117,7,13,0,0,5
dempsry01,2011,1,CHN,NL,10,14,34,34,0,0,0,607,211,108,23,82,191,0.271,4.80,2,7,5,0,881,0,111,12,3,13
detwiro01,2011,1,WAS,NL,4,5,15,10,0,0,0,198,63,22,7,20,41,0.258,3.00,2,2,3,0,277,0,26,7,3,7
devinjo01,2011,1,OAK,AL,1,1,26,0,0,0,0,69,18,9,0,11,20,0.214,3.52,0,0,2,0,100,3,9,1,2,1
diamosc01,2011,1,MIN,AL,1,5,7,7,0,0,0,117,51,22,3,17,19,0.317,5.08,3,3,0,0,181,0,25,2,1,6
dickera01,2011,1,NYN,NL,8,13,33,32,1,0,0,626,202,76,18,54,134,0.256,3.28,2,9,9,1,876,0,85,16,7,22
dicksbr01,2011,1,SLN,NL,0,0,4,1,0,0,0,25,9,3,2,3,7,0.290,3.24,0,0,0,0,34,0,3,0,0,3
difelma01,2011,1,MIL,NL,0,0,3,0,0,0,0,9,3,4,1,2,3,0.250,12.00,0,0,0,0,14,1,4,0,0,0
dillati01,2011,1,MIL,NL,1,1,24,0,0,0,0,86,26,13,3,4,27,0.241,4.08,0,2,2,0,117,11,13,2,1,0
dolisra01,2011,1,CHN,NL,0,0,1,0,0,0,0,4,0,0,0,1,1,0.000,0.00,0,0,0,0,4,0,0,0,0,1
doteloc01,2011,1,TOR,AL,2,1,36,0,0,0,1,88,20,12,5,12,30,0.187,3.68,2,0,2,0,122,11,13,1,0,0
doteloc01,2011,2,SLN,NL,3,3,29,0,0,0,2,74,16,9,1,5,32,0.182,3.28,0,1,0,0,96,10,10,2,1,0
doubrfe01,2011,1,BOS,AL,0,0,11,0,0,0,1,31,12,7,1,8,6,0.316,6.10,0,0,0,0,47,1,7,0,1,1
downssc01,2011,1,LAA,AL,6,3,60,0,0,0,1,161,39,8,3,15,35,0.199,1.34,3,2,0,0,218,10,11,5,2,3
drabeky01,2011,1,TOR,AL,4,5,18,14,0,0,0,236,87,53,10,55,51,0.289,6.06,0,11,1,0,365,2,54,3,5,9
duensbr01,2011,1,MIN,AL,9,14,32,28,1,1,0,485,193,94,21,52,115,0.299,5.23,3,3,1,0,711,0,102,7,6,16
duffyda01,2011,1,KCA,AL,4,8,20,20,0,0,0,316,119,66,15,51,87,0.287,5.64,1,4,5,1,474,0,66,2,2,6
dukeza01,2011,1,ARI,NL,3,4,21,9,0,0,1,230,101,42,6,19,32,0.324,4.93,0,1,1,0,338,5,42,3,3,6
dumatph01,2011,1,MIN,AL,1,3,45,0,0,0,1,124,45,18,7,25,29,0.276,3.92,5,2,1,0,196,14,22,3,4,2
dunnmi01,2011,1,FLO,NL,5,6,72,0,0,0,0,189,51,24,9,31,68,0.224,3.43,2,3,2,0,267,11,28,4,2,5
durbich01,2011,1,CLE,AL,2,2,56,0,0,0,0,205,86,42,12,26,59,0.306,5.53,3,6,3,0,318,11,45,1,7,2
edlefst01,2011,1,SFN,NL,0,0,13,0,0,0,0,34,17,12,2,10,6,0.347,9.53,0,0,1,0,60,2,12,0,0,1
ekstrmi01,2011,1,TBA,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.250,0.00,0,0,0,0,4,1,0,0,0,0
elbersc01,2011,1,LAN,NL,0,1,47,0,0,0,2,100,27,9,1,14,34,0.220,2.43,4,2,1,0,139,11,9,0,1,2
elyjo01,2011,1,LAN,NL,0,1,5,1,0,0,0,38,12,6,2,7,13,0.245,4.26,1,0,0,0,56,1,6,0,0,0
enrigba01,2011,1,ARI,NL,1,4,7,7,0,0,0,113,50,31,11,15,21,0.325,7.41,1,2,1,0,175,0,31,3,2,4
eovalna01,2011,1,LAN,NL,1,2,10,6,0,0,0,104,28,14,2,20,23,0.230,3.63,0,0,2,0,146,1,14,2,0,5
eppleco01,2011,1,TEX,AL,1,1,10,0,0,0,0,27,11,8,3,5,6,0.306,8.00,1,1,1,0,43,1,8,1,0,0
escaled01,2011,1,COL,NL,0,0,14,0,0,0,0,77,17,5,3,7,14,0.187,1.75,2,0,0,0,99,5,5,1,0,1
escalse01,2011,1,HOU,NL,2,1,49,0,0,0,0,83,24,9,3,11,25,0.240,2.93,1,2,2,0,115,5,10,2,0,4
estrama01,2011,1,MIL,NL,4,8,43,7,0,0,0,278,83,42,11,29,88,0.243,4.08,2,4,2,2,381,12,45,7,1,7
evelada01,2011,1,LAN,NL,3,2,5,5,0,0,0,89,28,10,1,6,16,0.257,3.03,0,0,2,0,118,0,10,1,0,6
eyrewi01,2011,1,BAL,AL,2,2,19,0,0,0,0,55,12,7,2,5,10,0.188,3.44,0,1,0,0,72,4,7,1,2,1
farnsky01,2011,1,TBA,AL,5,1,63,0,0,0,25,173,45,14,5,12,51,0.211,2.18,1,2,3,0,231,51,15,1,2,4
farquda01,2011,1,TOR,AL,0,0,3,0,0,0,0,6,4,3,0,2,1,0.500,13.50,0,0,0,0,11,2,4,0,1,1
feldmsc01,2011,1,TEX,AL,2,1,11,2,0,0,0,96,25,14,3,10,22,0.216,3.94,0,2,2,0,129,5,14,0,1,3
felizne01,2011,1,TEX,AL,2,3,64,0,0,0,32,187,42,19,4,30,54,0.194,2.74,1,2,0,1,252,56,22,3,2,5
fiersmi01,2011,1,MIL,NL,0,0,2,0,0,0,0,6,2,0,0,3,2,0.286,0.00,0,0,0,0,10,2,0,0,0,0
figuene01,2011,1,HOU,NL,0,3,8,5,0,0,0,87,45,28,3,16,17,0.352,8.69,0,1,0,0,146,2,33,1,1,3
fisheca01,2011,1,CIN,NL,0,3,17,0,0,0,0,72,25,12,3,11,17,0.263,4.50,1,1,1,0,110,8,15,2,1,1
fistedo01,2011,1,SEA,AL,3,12,21,21,3,0,0,438,139,54,7,32,89,0.252,3.33,2,3,9,1,602,0,57,3,7,15
fistedo01,2011,2,DET,AL,8,1,11,10,0,0,0,211,54,14,4,5,57,0.206,1.79,0,0,3,0,273,0,19,1,2,4
floydga01,2011,1,CHA,AL,12,13,31,30,1,0,0,581,180,94,22,45,151,0.247,4.37,2,12,11,1,798,1,97,4,8,17
francfr01,2011,1,TOR,AL,1,4,54,0,0,0,17,152,49,20,7,18,53,0.246,3.55,2,2,0,0,218,38,21,1,0,2
francje01,2011,1,KCA,AL,6,16,31,31,1,0,0,549,224,98,19,39,91,0.301,4.82,5,5,5,1,803,0,102,7,8,13
frankry01,2011,1,SLN,NL,1,4,21,0,0,0,1,83,44,26,9,7,17,0.367,8.46,2,1,1,0,133,9,27,4,1,4
frasoja01,2011,1,TOR,AL,2,1,44,0,0,0,0,127,38,14,4,15,37,0.244,2.98,1,2,2,0,178,6,15,2,3,6
frasoja01,2011,2,CHA,AL,1,2,20,0,0,0,0,53,20,10,3,11,20,0.286,5.09,2,1,1,0,83,4,10,0,1,1
frierer01,2011,1,SDN,NL,1,2,59,0,0,0,0,189,51,19,3,34,76,0.221,2.71,5,1,9,1,276,20,21,1,1,2
fuentbr01,2011,1,OAK,AL,2,8,67,0,0,0,12,175,52,24,6,20,42,0.237,3.70,5,2,4,0,250,29,30,4,3,2
fulchje01,2011,1,HOU,NL,1,4,36,0,0,0,0,99,34,19,5,18,31,0.266,5.18,3,0,0,0,150,9,19,2,2,0
fulchje01,2011,2,SDN,NL,0,0,3,0,0,0,0,5,3,3,0,4,2,0.375,16.20,1,1,0,0,12,1,3,0,0,0
furbuch01,2011,1,DET,AL,1,3,17,2,0,0,0,97,36,13,5,14,26,0.303,3.62,1,0,3,1,139,1,18,2,1,5
furbuch01,2011,2,SEA,AL,3,7,11,10,0,0,0,159,61,39,11,16,41,0.289,6.62,1,2,3,0,233,0,41,0,3,4
galarar01,2011,1,ARI,NL,3,4,8,8,0,0,0,128,47,28,13,22,28,0.281,5.91,2,1,1,1,198,0,36,3,5,4
gallayo01,2011,1,MIL,NL,17,10,33,33,1,1,0,622,193,81,27,59,207,0.245,3.52,1,12,1,0,865,0,92,10,7,14
garcifr02,2011,1,NYA,AL,12,8,26,25,0,0,0,440,152,59,16,45,96,0.268,3.62,5,4,3,0,626,1,63,4,7,6
garcija01,2011,1,SFN,NL,2,2,49,0,0,0,6,155,33,10,1,25,45,0.183,1.74,1,5,2,0,211,20,11,4,0,5
garcija02,2011,1,SLN,NL,13,7,32,32,2,2,0,584,207,77,15,50,156,0.273,3.56,2,12,2,1,826,0,100,10,5,25
garlajo01,2011,1,LAN,NL,1,5,9,9,1,0,0,162,55,26,6,20,28,0.276,4.33,0,0,2,1,230,0,26,5,4,5
garrist01,2011,1,NYA,AL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.000,0.00,0,0,0,0,2,1,0,0,0,0
garzama01,2011,1,CHN,NL,10,10,31,31,2,0,0,594,186,73,14,63,197,0.245,3.32,5,6,3,0,839,0,90,11,2,14
gaubjo01,2011,1,CHN,NL,0,0,4,0,0,0,0,8,2,2,0,2,3,0.200,6.75,0,1,0,0,12,0,2,0,0,0
gaudich01,2011,1,WAS,NL,1,1,10,0,0,0,0,25,12,6,1,8,10,0.333,6.48,0,0,0,0,45,1,10,1,0,1
gearrco01,2011,1,ATL,NL,1,1,18,0,0,0,0,55,17,16,0,12,25,0.243,7.85,4,1,2,0,85,4,16,0,1,1
geedi01,2011,1,NYN,NL,13,6,30,27,1,0,0,482,150,79,18,71,114,0.248,4.43,4,6,14,1,706,1,85,10,5,11
germaju01,2011,1,CLE,AL,0,1,9,0,0,0,0,38,15,8,1,5,5,0.288,5.68,0,0,2,0,60,5,8,1,0,0
godfrgr01,2011,1,OAK,AL,1,2,5,4,0,0,0,75,32,11,3,5,13,0.305,3.96,0,0,1,0,112,0,14,1,0,2
gomesbr01,2011,1,TBA,AL,2,1,40,0,0,0,0,111,34,12,3,16,32,0.246,2.92,0,1,1,0,160,17,15,1,3,1
gomezje01,2011,1,CLE,AL,5,3,11,10,0,0,0,175,73,29,6,15,31,0.303,4.47,1,2,1,0,259,0,31,0,2,5
gonzaed01,2011,1,COL,NL,0,0,1,0,0,0,0,6,5,2,0,1,1,0.500,9.00,0,0,0,0,11,1,2,0,0,1
gonzaen01,2011,1,DET,AL,0,0,8,0,0,0,0,27,12,10,1,7,3,0.343,10.00,2,0,0,0,44,5,10,0,2,0
gonzagi01,2011,1,OAK,AL,16,12,32,32,0,0,0,606,175,70,17,91,197,0.230,3.12,1,6,8,1,864,0,81,3,2,18
gonzami02,2011,1,BAL,AL,2,2,49,0,0,0,1,139,46,22,7,18,46,0.256,4.27,1,4,2,0,202,14,26,0,2,3
gonzami02,2011,2,TEX,AL,0,0,7,0,0,0,0,21,5,4,0,3,5,0.208,5.14,0,1,0,0,28,1,4,0,1,1
gordobr01,2011,1,NYA,AL,0,1,2,2,0,0,0,31,12,6,3,3,4,0.300,5.23,1,0,2,0,46,0,6,1,0,0
gorzeto01,2011,1,WAS,NL,4,6,30,15,0,0,0,315,102,47,15,33,95,0.258,4.03,5,5,6,1,447,1,50,8,4,10
grabojo02,2011,1,CHN,NL,3,1,58,0,0,0,0,187,67,33,9,28,38,0.271,4.76,4,3,1,3,282,22,39,4,2,3
grayje02,2011,1,CHA,AL,0,0,6,0,0,0,0,40,13,4,1,4,7,0.255,2.70,0,1,1,0,57,5,4,0,1,2
grayje02,2011,2,SEA,AL,0,1,24,0,0,0,1,105,39,19,3,17,16,0.283,4.89,2,1,0,0,158,6,19,1,2,3
greense01,2011,1,MIL,NL,0,1,14,0,0,0,0,35,14,7,0,6,7,0.280,5.40,1,1,0,0,56,3,8,0,0,0
gregelu01,2011,1,SDN,NL,3,3,61,0,0,0,0,167,57,17,2,19,34,0.266,2.75,3,2,2,0,241,11,23,5,1,6
greggke01,2011,1,BAL,AL,0,3,63,0,0,0,22,179,58,29,7,40,53,0.254,4.37,4,2,2,0,275,48,35,4,1,5
greinza01,2011,1,MIL,NL,16,6,28,28,0,0,0,515,161,73,19,45,201,0.245,3.83,0,10,4,0,715,0,82,6,1,11
grillja01,2011,1,PIT,NL,2,1,28,0,0,0,1,98,24,9,2,15,37,0.200,2.48,5,3,4,0,140,4,10,1,0,2
guerrja01,2011,1,LAN,NL,2,2,47,0,0,0,21,140,37,12,2,18,38,0.218,2.31,1,2,3,0,195,38,12,3,1,2
guerrma02,2011,1,LAN,NL,4,3,70,0,0,0,1,199,59,30,4,25,50,0.233,4.07,5,2,0,0,282,12,31,3,1,3
guthrje01,2011,1,BAL,AL,9,17,34,32,2,0,0,624,213,100,26,66,130,0.267,4.33,5,0,9,0,889,1,113,5,10,21
gutieju01,2011,1,ARI,NL,0,0,20,0,0,0,0,55,22,11,3,9,23,0.275,5.40,0,0,1,0,90,3,16,0,0,0
hackeer01,2011,1,MIN,AL,0,0,2,0,0,0,0,16,4,0,0,4,2,0.235,0.00,0,0,0,0,22,0,1,0,1,2
hagadni01,2011,1,CLE,AL,1,0,9,0,0,0,0,33,4,5,0,6,11,0.118,4.09,0,2,1,0,42,3,6,0,1,1
hallaro01,2011,1,PHI,NL,19,6,32,32,8,1,0,701,208,61,10,35,220,0.239,2.35,4,2,4,1,933,0,65,15,7,15
hambuma01,2011,1,TEX,AL,1,0,5,0,0,0,0,24,5,4,0,3,6,0.179,4.50,0,1,0,0,31,1,4,0,0,0
hamelco01,2011,1,PHI,NL,14,9,32,31,3,0,0,648,169,67,19,44,194,0.214,2.79,2,3,5,3,850,0,68,9,3,18
hammeja01,2011,1,COL,NL,7,13,32,27,0,0,1,511,175,90,21,68,94,0.270,4.76,3,8,6,1,739,2,100,11,6,14
hamreer01,2011,1,SDN,NL,1,0,14,0,0,0,0,37,10,6,2,9,10,0.244,4.38,1,0,2,0,55,5,7,2,1,1
handbr01,2011,1,FLO,NL,1,8,12,12,0,0,0,180,53,28,10,35,38,0.241,4.20,1,0,1,1,263,0,32,4,3,2
hanrajo01,2011,1,PIT,NL,1,4,70,0,0,0,40,206,56,14,1,16,61,0.220,1.83,2,6,1,0,274,59,17,1,2,6
hansoto01,2011,1,ATL,NL,11,7,22,22,0,0,0,390,106,52,17,46,142,0.219,3.60,3,5,3,0,540,0,55,4,3,5
happja01,2011,1,HOU,NL,6,15,28,28,0,0,0,469,157,93,21,83,134,0.265,5.35,5,3,2,2,698,0,103,12,8,11
haranaa01,2011,1,SDN,NL,14,7,28,28,0,0,0,512,175,69,20,58,124,0.269,3.64,4,3,3,0,719,0,73,5,2,14
harderi01,2011,1,OAK,AL,4,4,15,15,0,0,0,248,87,47,17,31,91,0.267,5.12,0,4,2,0,363,0,48,1,3,2
harenda01,2011,1,LAA,AL,16,10,35,34,4,3,0,715,211,84,20,33,192,0.235,3.17,1,6,5,0,953,1,91,12,5,10
harrelu01,2011,1,CHA,AL,0,0,3,0,0,0,0,15,11,4,0,1,5,0.440,7.20,0,0,0,0,26,2,4,0,0,1
harrelu01,2011,2,HOU,NL,0,2,6,2,0,0,0,39,12,5,0,7,10,0.240,3.46,0,1,1,1,60,0,8,1,1,0
harrima01,2011,1,TEX,AL,14,9,31,30,0,0,0,557,180,70,13,57,126,0.257,3.39,1,6,1,1,772,0,79,8,5,30
hatchch02,2011,1,FLO,NL,0,0,11,0,0,0,0,31,14,8,2,4,8,0.341,6.97,1,2,0,0,48,4,8,0,3,2
hawkila01,2011,1,MIL,NL,3,1,52,0,0,0,0,145,50,13,1,10,28,0.260,2.42,1,2,0,0,204,10,15,1,1,3
hawksbl01,2011,1,LAN,NL,2,5,49,0,0,0,0,159,45,24,6,17,43,0.225,4.08,3,5,0,0,219,12,29,2,0,3
heilmaa01,2011,1,ARI,NL,4,1,32,0,0,0,0,106,48,27,8,11,33,0.318,6.88,0,0,1,0,164,10,28,1,0,2
hellije01,2011,1,TBA,AL,13,10,29,29,2,1,0,567,146,62,21,72,117,0.210,2.95,8,8,4,1,774,0,64,1,2,12
hendrli01,2011,1,MIN,AL,0,2,4,4,0,0,0,70,29,16,3,6,16,0.312,6.17,0,1,0,0,100,0,16,0,1,4
hendrma01,2011,1,BAL,AL,1,0,8,0,0,0,0,33,15,7,1,6,5,0.349,5.73,1,0,0,0,51,1,7,1,1,3
henslcl01,2011,1,FLO,NL,6,7,37,9,0,0,0,203,62,39,9,30,46,0.238,5.19,1,0,4,0,297,7,41,2,1,3
hernada01,2011,1,ARI,NL,5,3,74,0,0,0,11,208,49,26,4,30,77,0.193,3.38,1,7,2,1,291,28,27,3,2,0
hernafe02,2011,1,SEA,AL,14,14,33,33,5,0,0,701,218,90,19,67,222,0.248,3.47,0,12,7,1,964,0,99,3,7,25
hernali01,2011,1,WAS,NL,8,13,29,29,1,1,0,526,199,87,16,46,99,0.291,4.47,6,3,5,0,751,0,98,10,6,17
herndda01,2011,1,PHI,NL,1,4,45,0,0,0,1,171,54,21,9,24,39,0.258,3.32,7,3,2,0,243,22,26,7,1,7
herreda01,2011,1,MIL,NL,0,0,2,0,0,0,0,5,6,4,1,1,0,0.600,21.60,0,0,0,0,11,0,5,0,0,1
herreda01,2011,2,NYN,NL,0,1,16,0,0,0,0,24,7,1,0,2,5,0.250,1.13,0,1,0,1,33,2,1,2,1,1
herreke01,2011,1,KCA,AL,0,1,2,0,0,0,0,6,2,3,1,0,0,0.286,13.50,0,0,1,0,9,0,3,1,0,0
herrmfr01,2011,1,CLE,AL,4,0,40,0,0,0,0,169,71,32,7,16,34,0.302,5.11,1,1,0,0,253,17,35,2,0,4
hillri01,2011,1,BOS,AL,0,0,9,0,0,0,0,24,3,0,0,3,12,0.115,0.00,0,1,1,0,30,3,0,0,0,1
hochelu01,2011,1,KCA,AL,11,11,31,31,0,0,0,594,192,103,23,62,128,0.252,4.68,4,7,7,2,835,0,110,2,2,18
hoeyja02,2011,1,MIN,AL,1,2,26,0,0,0,0,74,34,15,4,13,14,0.330,5.47,0,1,0,0,118,11,20,0,2,5
hollade01,2011,1,TEX,AL,16,5,32,32,4,4,0,594,201,87,22,67,162,0.262,3.95,1,2,6,1,843,0,97,1,3,20
hollagr01,2011,1,KCA,AL,5,1,46,0,0,0,4,180,37,12,3,19,74,0.175,1.80,3,7,1,0,233,15,13,1,1,6
horstje01,2011,1,CIN,NL,0,0,12,0,0,0,0,46,18,5,2,6,9,0.290,2.93,1,0,0,1,69,4,6,0,1,2
hottoto01,2011,1,BOS,AL,0,0,8,0,0,0,0,12,4,3,0,3,2,0.267,6.75,0,0,1,0,19,1,3,0,0,1
howeljp01,2011,1,TBA,AL,2,3,46,0,0,0,1,92,30,21,5,18,26,0.259,6.16,1,2,2,2,138,5,24,1,1,4
